-1,keyboard,50--58,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
-1,recovery disk,58--71,Tried to make a recovey disk wouldnt get passed the first recovery disk.
1,mac osx,53--60,previous laptops were pc's[comma] still have them[comma] but the mac osx is a clean and smooth operating system.
-1,setup,131--136,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.
-1,manuf,82--87,_ Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).
1,Windows,14--21,As a die-hard Windows enthusiast[comma] I shunned the idea of a Mac until this point.
1,use,30--33,it is very easy for anyone to use an apple and specially the mcbook pro notebook.
-1,system,4--10,The system it comes with does not work properly[comma] so when trying to fix the problems with it it started not working at all.
0,"22"" Monitor",25--36,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
1,capacity,50--58,Most everything is fine with this machine: speed[comma] capacity[comma] build.
-1,TFT panel,45--54,-Called headquarters again[comma] they report that TFT panel is broken[comma] should be fixed by the end of the week (week 3).
1,case,62--66,If you don't feel comfortable doing it yourself[comma] just buy the case and be happy[comma] plus it looks nice[comma] I bought the white one from Best Buy.
0,cord,41--45,I charge it at night and skip taking the cord with me because of the good battery life.
-1,space bar,10--19,Also[comma] the space bar makes a noisy click every time you use it.
0,games,4--9,The games included are very good games.
0,price,33--38,I looked around and based off my price/features comparison from a brand I trusted I landed here.
-1,price premium,4--17,The price premium is a little much[comma] but when you start looking at the features it is worth the added cash.
1,OS,24--26,The improvements to the OS have been relatively gradual[comma] but substantive.
-1,iWork,7--12,I wish iWork or MS Office came with the Mac[comma] but MS Office doesn't even come with most pc laptops.
0,Core Processing Unit temperatures,64--97,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.
0,wireless mouse,23--37,With Windows laptops a wireless mouse is an absolute must.
-1,Battery,0--7,Battery is not upgradable to a longer life battery.
1,price-point,63--74,"This laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc."
0,games,18--23,It played various games without problems and ran aero smoothly and flawlessly.
-1,gaming,22--28,This is not a serious gaming laptop or a serious media machine;
1,windows 7,9--18,I loaded windows 7 via Bootcamp and it works flawlessly!
1,visual,12--18,Fast[comma] great visual!
-1,software,26--34,It does not even have the software to play a dvd now.
1,applications,122--134,you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.
1,battery life,20--32,Not to mention[comma] the battery life is absolutely amazing.
-1,features,69--77,It is absolutely horrible to use[comma] despite all its so called advanced features.
-1,motherboard,63--74,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.
0,gaming,58--64,The switchable graphic card is pretty sweet when you want gaming on the laptop.
1,runs,84--88,I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home[comma] and it runs just fine.
1,business use,40--52,A great computer for light home use and business use.
1,size of the screen,12--30,We love the size of the screen[comma] although it is still lightweight and very easy to tote around.
-1,BIOS,62--66,Whenever tried to turn it on[comma] it would restart as soon as the BIOS launched Windows (or Winblows[comma] as I like ot call it).
-1,motherboard,41--52,My friend just had to replace his entire motherboard[comma] so did my wife[comma] and it looks like I will have to as well.
1,Graphics,0--8,Graphics are clean and sharp[comma] internet interfaces are seamless.
1,iwork,150--155,Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.
-1,buttons,133--140,Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and USB ports inoperative.
1,programs,35--43,Not only are the versions of these programs able to be saved[comma] worked on and opened on both a PC and Mac[comma] the versions of these programs on a Mac are graphically and functionally superior.
-1,install,32--39,I have Vista[comma] so I am unable to install and uninstall some programs.
1,hook to my wireless network,50--77,It's fast[comma] it's easy easy easy to set up[comma] easy to hook to my wireless network.
1,memory,17--23,It has plenty of memory[comma] lots of hard drive[comma] and great graphics.
1,battery life,69--81,This is a nicely sized laptop with lots of processing power and long battery life.
0,DC jack,22--29,_ Then I've fixed the DC jack (inside the unit)[comma] rewired the DC jack to the OUTside of the laptop[comma] replaced the power brick.
-1,satellite card,21--35,You can't even get a satellite card which is why I bought to begin with.
-1,noises,29--35,I also did not like the loud noises it made or how the bottom of the computer would get really hot.
-1,Internet Explore,129--145,_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.
-1,battery life,33--45, Computer crashed frequently and battery life decreased very quickly.
-1,charger,30--37,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.
-1,battery,116--123,The battery life was supposed to be 6 hours[comma] but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.
1,keyboard,55--63,The real stand out on this computer is the feel of the keyboard and it's speed.
-1,software,34--42,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.
0,mouse,208--213,But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard[comma] mouse[comma] and monitor to take it with me when I take photos and video.
0,specs,21--26,Pay attention to the specs if you want these options.
0,CPU,59--62,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.)
0,iMovie,176--182,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.
1,internet capabilities,4--25,The internet capabilities are also very strong and picks up signals very easily.
1,speed,88--93,Suffice it to say[comma] my MacBook Pro keeps me going with its long battery life and blazing speed.
0,hardware,126--134,The processor screams[comma] and because of the unique way that Apple OSX 16 functions[comma] most of the graphics are routed through the hardware rather than the software.
1,repair,130--136,How Toshiba handles the repair seems to vary[comma] some folks  indicate that they were charged for even an intial fix[comma] others had the  repair done 5 times.
-1,temp,44--48,It is not ideal for children because of the temp.
1,10-key,24--30,I find myself using the 10-key more than I thought I would.
1,components,112--122,"The best thing to do is build your own computer[comma] but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant_ amount off the price."
-1,17 inch screen,4--18,The 17 inch screen is very large[comma] but the computer is very light.
1,price,4--9,The price was very good[comma] and the product is top quality.
0,external mouse,73--87,However[comma] the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).
1,Battery Life,54--66,Overall : Poor[comma] Features: Average[comma] Performance: Poor[comma] Battery Life: Excellent[comma] Price-Value: Poor
1,functions,31--40,I love the size[comma] keyboard[comma] the functions.
0,antiviral program,122--139,I am not much of a computer techie[comma] so I can understand some of_the internal problems[comma] though I do have trend micro as an antiviral program.
-1,HDD bay,20--27,Can't close the 2nd HDD bay since there are brackets you have to break off (even then[comma] it still doesn't shut) That could be a major flaw for the dual HDD user.
-1,Sound card,0--10,Sound card is limited though.
1,running system,71--85,"As a user of a PC[comma] I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker."
0,game,103--107,If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game[comma] you'd be better off getting a machine aimed at that segment of the market.
-1,keyboard,26--34,I've also had to have the keyboard replaced at my expense.
1,programs,11--19,All of the programs (Keynote[comma] Pages[comma] Numbers) have an option to save your documents as Microsoft compatible[comma] which really eliminates the need for the actual.
1,hard drive space,56--72,The difference is the Toshiba had a lot more memory and hard drive space.
-1,Speakers,0--8,Speakers too small to be of any real use.
1,use,15--18,Comfterbale to use light easy to transport.
-1,keyboard,14--22,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.
1,security,35--43,With awesome graphics and assuring security[comma] it's perfect!
1,build,17--22,I love its solid build[comma] light wt and excellent battery life (for now).
1,i7,16--18,Waiting for the i7 was well worth it[comma] great value for the price.
1,connects to WIFI,36--52,It is extremely portable and easily connects to WIFI at the library and elsewhere.
0,Temperatures,0--12,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.
0,webcam,48--54,The fact that you can spend over $100 on just a webcam underscores the value of this machine.
1,touchpad,13--21,It is a REAL touchpad[comma] not the toy I saw in other brands.
-1,Windows,46--53,I am forever changed and will no longer buy a Windows based machine for personal use.
0,memory,92--98,I work in film editing and post production[comma] so I need a laptop that not only has power[comma] but memory and speed as well.
-1,tech support,14--26,When you call tech support you were routed to someone who was in another country and did not know what they were doing.
-1,screen,48--54,"Thus[comma] when you carry it at a slanted angle[comma] the screen will ""topple"" or ""slide"" down[comma] if you understand what I mean."
-1,screen/video resolution,27--50,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60
0,cd drive,130--138,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.
-1,warrenty,64--72,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.
-1,appearance,47--57,they improved nothing else such as Resolution[comma] appearance[comma] cooling system[comma] graphics card[comma] etc.
-1,software,74--82,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.
0,RAM slots,3--12,-4 RAM slots[comma] 2 HDD Bays*[comma] 16GB RAM support -No Wireless Issues[comma] at least for me.
1,windows xp,39--49,although its windows vista compared to windows xp sucks.
-1,Bluetooth,44--53,I reloaded with Windows 7 Ultimate[comma] and the Bluetooth and Fingerprint reader (software) would not load.
1,portability,15--26,Great pick for portability and affordability.
-1,company,28--35,And having to deal with the company has been a even worse nightmare.
-1,hard disc,43--52,There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.
0,motherboard,45--56,_ Again I sent it back and they replaced the motherboard and some fan inside.
1,program,20--27,Theres also iDVD[comma] a program dedicated to putting all your favorite media together- photos[comma] recordings[comma] video projects into one program so that you can create the perfect memoir for your parents[comma] family[comma] siblings[comma] and any other person important in your life that there may be.
1,battery life,28--40,It's fast and has excellent battery life.
1,performance,50--61,I've been impressed with the battery life and the performance for such a small amount of memory.
0,screen size,70--81,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.
1,gray color,4--14,The gray color was a good choice.
1,features,58--66,I was looking for a mac which is portable and has all the features that I was looking for.
1,service,29--36,I cannot be happier with the service or product.
1,multiple page viewer,8--28,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.
-1,office,177--183,Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.
1,use,40--43,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.
-1,memory,89--95,I've been impressed with the battery life and the performance for such a small amount of memory.
1,applications,5--17,It's applications are terrific[comma] including the replacements for Microsoft office.
0,Core2 Quad,45--55,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.
1,use,91--94,My friend reports the notebook is astonishing in performance[comma] picture quality[comma] and ease of use.
1,Apple applications,4--22,The Apple applications (ex.iPhoto) are fun[comma] easy[comma] and really cool to use (unlike the competition)!
-1,edges,41--46,Also[comma] one of the users mentioned how the edges on the macbook is sharp[comma] if you have money to spend on one of the incase shells[comma] it doesn't seem to be a problem.
1,quad core I7,97--109,I can render AVCHD movies with little effort[comma] which was a problem for most pc's unless you had a quad core I7.
0,prices,40--46,I took 3-4 years researching brands and prices of laptops.
1,rubber enclosure,50--66,In the shop[comma] these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it[comma] get it home[comma] break the seal and use it (very clever con).
1,recovery discs,34--48,I reinstalled windows through the recovery discs and everything seemed good again.
1,performs,63--71,I dual boot with Linux and that other security-prone OS and it performs flawlessly.
1,programs,4--12,The programs are great[comma] like iphoto (love the editing capabilities)[comma] imail (which can incorporate with the address book on the ipod and ipad)[comma] imovie[comma] etc.
1,AMD Turin processor,4--23,The AMD Turin processor seems to always perform so much better than Intel.
-1,word processor,102--116,Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.
1,set up,34--40,It's fast[comma] it's easy easy easy to set up[comma] easy to hook to my wireless network.
-1,battery,25--32,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.
1,size,23--27,Keyboard is reasonable size.
1,internet interfaces,30--49,Graphics are clean and sharp[comma] internet interfaces are seamless.
-1,power supply,41--53,_ The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1,charges,32--39,It is sleek and lightweight and charges quickly when needed.
1,screen,4--10,The screen is bright and clear[comma] the operating system is solid and friendly to a novice.
1,appearance,46--56,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.
1,iLife software,4--18,The iLife software that comes with the computer is so simple to use and produces a great finished product.
1,features,46--54,I even got my teenage son one[comma] because of the features that it offers[comma] like[comma] iChat[comma] Photobooth[comma] garage band and more!
1,longevity,71--80,As a computer science student in college[comma] I find that the portability[comma] longevity[comma] and ease of use of this computer make me (shockingly) want to do homework more;
0,port,4--8,The port is secured to motherboard so when this  happens you can't see the plug at all[comma] it's just gone.
-1,fan,25--28,Also kinda loud when the fan was running.
-1,battery,4--11,The battery has never worked well.
-1,headphones,69--79,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1,find files,65--75,It's so much easier to navigate through the operating system[comma] to find files[comma] and it runs a lot faster!
1,web browsing,33--45,Good for every day computing and web browsing.
1,system,91--97,(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours[comma] or at the hotel taking care of some last minute details and documents.
1,runs,29--33,Plain and simple[comma] it(laptop) runs great and loads fast.
1,stability,9--18,Love the stability of the Mac software and operating system.
0,movie-making,162--174,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.
-1,hard drive,99--109,_ This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.
1,works,85--90,My dad has one of the very first Toshibas ever made[comma] yes its abit slow now but still works well and i hooked to my ethernet!
-1,screen size,42--53,Setting would change for some reason[comma] the screen size would change on it's own[comma] like the pixel sizes and whatnot.
0,music,85--90,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.
1,works,79--84,I love to write and play with graphics and html programming and my new Toshiba works great on both!
-1,battery,48--55,It's so bad that I'm thinking I only got half a battery or something.
0,movie playing,153--166,It has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.
1,12 cell battery,49--64,Despite the inconvenient weight[comma] I opted for the 12 cell battery.
-1,boot up,81--88,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.
-1,touch control buttons,71--92,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!
0,Safari,15--21,It is known as Safari[comma] and if you are doing any website work[comma] you should know that many hosting companies do not support it.
-1,Windows XP drivers,48--66,That's very possible[comma] but since they don't make Windows XP drivers for the sound card in this machine[comma] I was stuck until Windows 7 came out.
1,picture quality,62--77,My friend reports the notebook is astonishing in performance[comma] picture quality[comma] and ease of use.
0,Windows,59--66,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!
-1,shut down,92--101,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.
1,loads,13--18,The computer loads in about a 1/10th of the time that my PC did[comma] and I have all of the programs that were on my PC.
1,system,29--35,If you really want a bang-up system and don't need to run Windows applications[comma] go with an Apple;
1,features,89--97,However[comma] I love this particular Mac because its very fast[comma] great size[comma] and has fantastic features like the lighted keyboard and easy mouse pad.
-1,programs,74--82,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.
1,use,47--50,I like how the Mac OS is so simple and easy to use.
-1,power supply,93--105,_ The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
0,Windows 7,42--51,I noticed windows has a new system called Windows 7[comma] what about us Vista users?_ They should get all the bugs out of Vista before investing in a new system.
0,use,64--67,It had a cooling system malfunction after 10 minutes of general use[comma] and would not move past this error.
1,15 inch,21--28,But you must get the 15 inch.
1,starting-up time,39--55,The Mac takes about the same amount of starting-up time as the average PC[comma] but keeps itself cleaned up and ready to use.
-1,screen,8--14,Now the screen is going darker[comma] darker[comma] darker.
-1,battery,35--42,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
0,software,54--62,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
-1,KEYBOARD FUNCTION,30--47,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.
1,boot,70--74,It pretty much does everything we could ever need[comma] and looks great to boot.
1,quality,4--11,The quality[comma] engineering design and warranty are superior--covers damage from dropping the laptop.
1,speed,40--45,It has easy to use features and all the speed and power I could ask for.
0,keyboard,64--72,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
-1,built-in mic,41--53,I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid[comma] (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
0,touch pad,22--31,It had the full sized touch pad with 2 buttons instead of just one.
-1,power supply,78--90,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.
1,Screen,0--6,Screen is awesome[comma] battery life is good.
1,display,70--77,Can listen to my music and watch my videos with ease and with a great display.
1,Apple Care plan,12--27,Getting the Apple Care plan is a must.
0,operating system,62--78,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.
1,after sales service,27--46,This is what I call a good after sales service.
-1,audio,57--62,Laptop was in new condition and operational[comma] but for the audio problem when 1st sent for repair.
-1,battery,62--69,And not to mention after using it for a few months or so[comma] the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.
1,graphics,94--102,The processor screams[comma] and because of the unique way that Apple OSX 16 functions[comma] most of the graphics are routed through the hardware rather than the software.
1,carry,43--48,The laptop is very lightweight[comma] can easily carry around in a knapsack full of text books and it barely adds any weight.
1,portability,108--119,I use this for my tutoring business[comma] and since I'm always bouncing from student to student[comma] it is ideal for portability and battery life (yes[comma] it gets the 8 hours as advertised!).
1,internet speed,41--55,I would recommend it just because of the internet speed probably because thats the only thing i really care about.
1,keyboard,71--79,"Since I keyboard over 100 wpm[comma] I look for a unit that has a comfortble keyboard (no keys sticking or lagging[comma] strange configuration of ""extra key""[comma] etc."
-1,Intel i processors,73--91,The pro is a great product[comma] I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).
1,look,32--36,I'm already hooked on the sleek look and dependability that this laptop has shown.
1,price,14--19,I thought the price was great for the specs.
1,price,100--105,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1,operating system,44--60,It's so much easier to navigate through the operating system[comma] to find files[comma] and it runs a lot faster!
-1,cursor,5--11,Your cursor will end up all over the freaking place[comma][comma][comma]it's not uncommon for me to accidentally delete words[comma] sentences[comma] paragraphs because of this mousepad.
1,Iphoto,0--6,Iphoto is great for adding pictures right to facebook and other social networking sites.
-1,speakers,58--66,the features are great[comma] the only thing it needs is better speakers.
1,MacOSX,52--58,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
0,Windows,25--32,I have only had PCs with Windows before so this takes a little getting use to.
-1,editing,32--39,And if you do a lot of writing[comma] editing is a problem since there is no  forward delete  key.
1,runs,32--36,It's perfect for everything and runs faster than an average pc!
0,firewall,63--71,With a mac you don't have to worry about antivirus software or firewall[comma] it's so wonderful.
0,virus scan,46--56,Nightly my computer defrags itself and runs a virus scan.
1,Toshiba online help,10--29,I went to Toshiba online help and found some suggestions to fix it.
-1,operation,49--58,_ since then_i have had minor problems with slow operation.
1,surf the web,121--133,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.
1,Beast graphics,27--41,Another Great thing is the Beast graphics.
1,system,39--45,There is nothing to complain about the system.
-1,RAM,16--19,little short on RAM but you get what you pay for.
1,battery life,6--18,great battery life.
1,screen,18--24,The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting[comma] it is very convenient to have a darker[comma] softer lit screen.
1,LED monitor,10--21,Excellent LED monitor and well equipped.
0,software,151--159,The processor screams[comma] and because of the unique way that Apple OSX 16 functions[comma] most of the graphics are routed through the hardware rather than the software.
1,size,4--8,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.
-1,headphones,97--107,the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic[comma] not to mention the laptop was designed for right handed person.
-1,weight,48--54,Did I mention everything about it[comma] from size to weight to keyboard screams BULK?
1,battery life,44--56,pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.
1,keys,32--36,It's so nice to look at and the keys are easy to type with.
-1,charge,96--102,_ The battery never held a charge longer than one hour and within two months[comma] stopped holding a charge for more than ten minutes.
0,warranty,86--94,I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.
-1,customer service center,12--35,As usual at customer service center[comma] she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).
0,warranty,154--162,So I called Compaq[comma] and after being on the phone for 3 hours[comma] i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.
1,Apple support,17--30,I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful[comma] english speaking (from Vancouver) techs that walked me through the processes to help me.
1,cost,30--34,It is well worth the money it cost[comma] Very good investment.
1,speed,43--48,Most everything is fine with this machine: speed[comma] capacity[comma] build.
-1,representive at Microsoft,31--56,Also[comma] if you need to talk to a representive at Microsoft[comma] there is a charge[comma] which I believe is robbery[comma] since you are charged enormous amounts for a very badly designed system[comma] which most people would have went with XP if they could.
1,2 GB of RAM,4--15,The 2 GB of RAM is plenty[comma] able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.
-1,internet signals,17--33,It does not keep internet signals no matter where you bring it.
1,loads,44--49,Plain and simple[comma] it(laptop) runs great and loads fast.
1,8GB RAM,64--71,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...
-1,warrenty,12--20,Still under warrenty so called Toshiba[comma] no help at all.
-1,use,36--39,_ It gets stuck all of the time you use it[comma] and you have to keep tapping on it to get it to work.
-1,fan,30--33,The processor went on me[comma] the fan went and the motherboard went.
-1,programs,102--110,MacBook Notebooks quickly die out because of their short battery life[comma] as well as the many background programs that run without the user's knowlede.
0,keys,70--74,_ Another THREE weeks later I had my laptop back with a new mousepad[comma] keys[comma] and casing.
0,Intel Core processors,34--55,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.
-1,expense,97--104,I know that everyone thinks Macs are overpriced and overrated[comma] but once you get past the initial expense you'll find that they're worth every penny (besides[comma] there's always the financing plan that Best Buy offers).
1,screen,8--14,The big screen allows you to enjoy watching movies [comma] pictures and etc!
1,Mac OS,83--89,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.
1,OSX,26--29,and it comes with the new OSX that comes with new features that makes the use more easy.
-1,Intel,68--73,The AMD Turin processor seems to always perform so much better than Intel.
-1,18-inch,23--30,This is an over-sized[comma] 18-inch laptop.
1,performance,42--53,Quality Display  I was surprised with the performance and quality of this HP Laptop.
-1,power cord,58--68,_ The hard drive crashed as well[comma] and I had to buy a new  power cord.
-1,software,56--64,I took off a star because the machine has a lot of junk software on it.
-1,quality,8--15,But the quality[comma] in general was less than the worth of the cheap laptop.
1,drivers/applications DVD,20--44,Every driver on the drivers/applications DVD is everything you will need for a reload.
1,value,6--11,Great value[comma] fast delivery- Computer works as if brand new[comma] no problems[comma] very pleased
-1,webcam,16--22,I wish it had a webcam though[comma] then it would be perfect!
1,program,86--93,I love the dock where I can simply drop a file ontop of a particular program[comma] and the program will simply open that file.
-1,Windows operating systems,60--85,Navigation through the computer is far superior compared to Windows operating systems[comma] as well.
-1,system,4--10,The system constantly overheats[comma] the battery life is too short[comma] the case is coming apart[comma] and my core applications that I use every day in my work as a graphic artist run poorly.
1,use,92--95,I picked it out because it was inexpensive ($400) and I thought it would be a good[comma] easy to use first laptop.
1,memory,45--51,The difference is the Toshiba had a lot more memory and hard drive space.
0,quad-core,138--147,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."
-1,screen,13--19,Just a black screen!
1,windows 7 home premium,91--113,I am overall very pleased with my toshiba satellite[comma] I like the extra features[comma] I love the windows 7 home premium.
1,Runs,0--4,Runs fast and the regular layout keyboard is so much better.
1,iTunes,110--116,The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.
-1,operation system,55--71,For some odd reasons the computer doesn't reconize the operation system.
-1,programs,60--68,I have Vista[comma] so I am unable to install and uninstall some programs.
1,flatline keyboard,45--62,I do transcription work on the side[comma] and the flatline keyboard makes typing quick and easy as well.
1,graphics,4--12,The graphics on this computer are also stellar - very clear and vivid.
1,charge,83--89,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.
0,battery life,15--27,Has a 5-6 hour battery life.
-1,disc drive,44--54,_ Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one[comma] so back it went to get the correct drive.
-1,wireless card,6--19,2.The wireless card is low quality.
-1,cords,42--47,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
-1,support,89--96,_ My opinion of Sony has been dropping as fast as the stock market[comma] given their horrible support[comma] but this machine just caused another plunge.
1,programs,18--26,It has many great programs[comma] such as ILife[comma] iPhotos and others.
1,Mac software,26--38,Love the stability of the Mac software and operating system.
-1,power supply,0--12,power supply went bad after 2 weeks --
1,built in camera,9--24,Theres a built in camera with special effects- for video and photography.
1,use,24--27,It is so much easier to use
1,quality,30--37,I'm really impressed with the quality and performance for the price of the computer.
1,Mac OS,15--21,I like how the Mac OS is so simple and easy to use.
0,protector,11--20,I bought a protector for my key pad and it works great :)
1,extra features,64--78,I am overall very pleased with my toshiba satellite[comma] I like the extra features[comma] I love the windows 7 home premium.
0,hard disk,22--31,I always use a backup hard disk to store important files at all times.
1,wifi,6--10,Great wifi too.
0,HDMI port,60--69,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.
-1,standard os cd,21--35,can't reinstall with standard os cd because of proprietary hardware drivers.
1,external speaker,15--31,I am using the external speaker- sound is good.
-1,size,40--44,Did I mention everything about it[comma] from size to weight to keyboard screams BULK?
0,internet,58--66,this apple navigates you thru the unexplored world of the internet.
-1,Value,85--90,Overall : Poor[comma] Features: Average[comma] Performance: Poor[comma] Battery Life: Excellent[comma] Price-Value: Poor
1,USB ports,55--64,Its fast and another thing I like is that it has three USB ports.
1,usage,54--59,apple has a reputation and is well known for its easy usage.
